Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,cherish,28/08/2020 04:57,photo,travel,positive,70
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,indifferent,15/05/2021 01:12,photo,travel,neutral,20
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,want,25/03/2021 12:24,photo,travel,positive,70
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,want,02/03/2021 01:47,photo,travel,positive,70
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,dislike,19/04/2021 10:03,photo,travel,negative,10
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,super love,28/09/2020 17:39,photo,travel,positive,75
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,want,20/05/2021 15:42,photo,travel,positive,70
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,dislike,24/09/2020 14:14,photo,travel,negative,10
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,scared,30/04/2021 23:43,photo,travel,negative,15
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,disgust,13/11/2020 10:06,photo,travel,negative,0
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,indifferent,11/08/2020 02:09,photo,travel,neutral,20
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,adore,27/02/2021 00:05,photo,travel,positive,72
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,intrigued,13/03/2021 23:23,photo,travel,positive,45
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,super love,27/12/2020 20:28,photo,travel,positive,75
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,worried,30/12/2020 15:12,photo,travel,negative,12
ec8e2d25-5730-4753-a0a2-d1ed41e23623,worried,18/05/2021 19:46,video,healthy eating,negative,12
ec8e2d25-5730-4753-a0a2-d1ed41e23623,scared,08/05/2021 04:27,video,healthy eating,negative,15
ec8e2d25-5730-4753-a0a2-d1ed41e23623,like,22/08/2020 04:43,video,healthy eating,positive,50
ec8e2d25-5730-4753-a0a2-d1ed41e23623,dislike,24/05/2021 23:39,video,healthy eating,negative,10
ec8e2d25-5730-4753-a0a2-d1ed41e23623,dislike,05/12/2020 19:25,video,healthy eating,negative,10
ec8e2d25-5730-4753-a0a2-d1ed41e23623,worried,27/05/2021 19:25,video,healthy eating,negative,12
ec8e2d25-5730-4753-a0a2-d1ed41e23623,love,27/09/2020 04:30,video,healthy eating,positive,65
ec8e2d25-5730-4753-a0a2-d1ed41e23623,intrigued,19/09/2020 04:50,video,healthy eating,positive,45
ec8e2d25-5730-4753-a0a2-d1ed41e23623,scared,09/03/2021 08:01,video,healthy eating,negative,15
ec8e2d25-5730-4753-a0a2-d1ed41e23623,super love,11/02/2021 14:47,video,healthy eating,positive,75
ec8e2d25-5730-4753-a0a2-d1ed41e23623,scared,04/03/2021 12:32,video,healthy eating,negative,15
ec8e2d25-5730-4753-a0a2-d1ed41e23623,like,15/11/2020 17:07,video,healthy eating,positive,50
ec8e2d25-5730-4753-a0a2-d1ed41e23623,intrigued,07/09/2020 16:24,video,healthy eating,positive,45
ec8e2d25-5730-4753-a0a2-d1ed41e23623,scared,23/07/2020 05:18,video,healthy eating,negative,15
ec8e2d25-5730-4753-a0a2-d1ed41e23623,interested,17/11/2020 00:10,video,healthy eating,positive,30
ec8e2d25-5730-4753-a0a2-d1ed41e23623,heart,27/04/2021 14:28,video,healthy eating,positive,60
ec8e2d25-5730-4753-a0a2-d1ed41e23623,like,03/07/2020 15:21,video,healthy eating,positive,50
ec8e2d25-5730-4753-a0a2-d1ed41e23623,cherish,17/01/2021 08:39,video,healthy eating,positive,70
ec8e2d25-5730-4753-a0a2-d1ed41e23623,interested,12/02/2021 09:31,video,healthy eating,positive,30
ec8e2d25-5730-4753-a0a2-d1ed41e23623,hate,23/01/2021 18:49,video,healthy eating,negative,5
ec8e2d25-5730-4753-a0a2-d1ed41e23623,dislike,25/08/2020 10:08,video,healthy eating,negative,10
ec8e2d25-5730-4753-a0a2-d1ed41e23623,dislike,08/11/2020 06:51,video,healthy eating,negative,10
ec8e2d25-5730-4753-a0a2-d1ed41e23623,want,31/01/2021 19:33,video,healthy eating,positive,70
ec8e2d25-5730-4753-a0a2-d1ed41e23623,want,14/02/2021 17:01,video,healthy eating,positive,70
ec8e2d25-5730-4753-a0a2-d1ed41e23623,scared,24/05/2021 23:12,video,healthy eating,negative,15
ec8e2d25-5730-4753-a0a2-d1ed41e23623,cherish,27/02/2021 07:41,video,healthy eating,positive,70
ec8e2d25-5730-4753-a0a2-d1ed41e23623,worried,14/07/2020 15:35,video,healthy eating,negative,12
67f2a150-6086-4cbd-8d21-46250ccef5a2,peeking,03/03/2021 01:28,GIF,cooking,neutral,35
67f2a150-6086-4cbd-8d21-46250ccef5a2,love,07/05/2021 02:46,GIF,cooking,positive,65
67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,23/10/2020 11:36,GIF,cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,03/04/2021 22:31,GIF,cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,want,20/11/2020 21:26,GIF,cooking,positive,70
67f2a150-6086-4cbd-8d21-46250ccef5a2,scared,11/08/2020 07:06,GIF,cooking,negative,15
67f2a150-6086-4cbd-8d21-46250ccef5a2,hate,15/05/2021 11:35,GIF,cooking,negative,5
67f2a150-6086-4cbd-8d21-46250ccef5a2,dislike,16/02/2021 07:12,GIF,cooking,negative,10
67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,23/12/2020 13:18,GIF,cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,want,11/11/2020 01:36,GIF,cooking,positive,70
67f2a150-6086-4cbd-8d21-46250ccef5a2,peeking,14/11/2020 03:44,GIF,cooking,neutral,35
67f2a150-6086-4cbd-8d21-46250ccef5a2,interested,10/07/2020 04:12,GIF,cooking,positive,30
67f2a150-6086-4cbd-8d21-46250ccef5a2,like,03/04/2021 10:47,GIF,cooking,positive,50
67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,16/04/2021 10:24,GIF,cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,heart,21/08/2020 11:57,GIF,cooking,positive,60
67f2a150-6086-4cbd-8d21-46250ccef5a2,heart,18/08/2020 00:46,GIF,cooking,positive,60
67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,08/07/2020 21:07,GIF,cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,13/11/2020 15:40,GIF,cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,14/09/2020 10:32,GIF,cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,scared,11/07/2020 18:40,GIF,cooking,negative,15
67f2a150-6086-4cbd-8d21-46250ccef5a2,intrigued,30/09/2020 08:30,GIF,cooking,positive,45
67f2a150-6086-4cbd-8d21-46250ccef5a2,hate,05/08/2020 18:28,GIF,cooking,negative,5
67f2a150-6086-4cbd-8d21-46250ccef5a2,hate,01/04/2021 02:03,GIF,cooking,negative,5
67f2a150-6086-4cbd-8d21-46250ccef5a2,worried,10/02/2021 16:55,GIF,cooking,negative,12
67f2a150-6086-4cbd-8d21-46250ccef5a2,dislike,12/11/2020 20:14,GIF,cooking,negative,10
67f2a150-6086-4cbd-8d21-46250ccef5a2,intrigued,07/08/2020 05:48,GIF,cooking,positive,45
67f2a150-6086-4cbd-8d21-46250ccef5a2,interested,01/11/2020 14:04,GIF,cooking,positive,30
67f2a150-6086-4cbd-8d21-46250ccef5a2,like,05/03/2021 14:44,GIF,cooking,positive,50
67f2a150-6086-4cbd-8d21-46250ccef5a2,intrigued,20/02/2021 21:26,GIF,cooking,positive,45
67f2a150-6086-4cbd-8d21-46250ccef5a2,love,23/06/2020 01:30,GIF,cooking,positive,65
67f2a150-6086-4cbd-8d21-46250ccef5a2,scared,16/07/2020 15:21,GIF,cooking,negative,15
67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,14/10/2020 23:46,GIF,cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,super love,05/12/2020 23:27,GIF,cooking,positive,75
67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,01/11/2020 08:01,GIF,cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,love,12/05/2021 04:29,GIF,cooking,positive,65
67f2a150-6086-4cbd-8d21-46250ccef5a2,love,05/08/2020 17:07,GIF,cooking,positive,65
67f2a150-6086-4cbd-8d21-46250ccef5a2,scared,25/06/2020 15:55,GIF,cooking,negative,15
67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,20/05/2021 00:01,GIF,cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,indifferent,11/01/2021 11:28,GIF,cooking,neutral,20
67f2a150-6086-4cbd-8d21-46250ccef5a2,interested,12/01/2021 20:05,GIF,cooking,positive,30
67f2a150-6086-4cbd-8d21-46250ccef5a2,want,22/01/2021 17:44,GIF,cooking,positive,70
67f2a150-6086-4cbd-8d21-46250ccef5a2,peeking,11/12/2020 08:51,GIF,cooking,neutral,35
67f2a150-6086-4cbd-8d21-46250ccef5a2,super love,25/06/2020 17:32,GIF,cooking,positive,75
b6c24086-becf-4615-801e-c3c298a8d4e2,worried,21/11/2020 01:41,photo,travel,negative,12
b6c24086-becf-4615-801e-c3c298a8d4e2,love,03/09/2020 04:38,photo,travel,positive,65
b6c24086-becf-4615-801e-c3c298a8d4e2,heart,25/12/2020 17:12,photo,travel,positive,60
b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,04/11/2020 01:35,photo,travel,negative,0
b6c24086-becf-4615-801e-c3c298a8d4e2,hate,01/09/2020 23:00,photo,travel,negative,5
b6c24086-becf-4615-801e-c3c298a8d4e2,cherish,13/03/2021 17:16,photo,travel,positive,70
b6c24086-becf-4615-801e-c3c298a8d4e2,love,12/09/2020 18:48,photo,travel,positive,65
b6c24086-becf-4615-801e-c3c298a8d4e2,indifferent,29/08/2020 16:14,photo,travel,neutral,20
b6c24086-becf-4615-801e-c3c298a8d4e2,adore,10/06/2021 02:55,photo,travel,positive,72
b6c24086-becf-4615-801e-c3c298a8d4e2,interested,14/08/2020 04:59,photo,travel,positive,30
b6c24086-becf-4615-801e-c3c298a8d4e2,interested,12/04/2021 14:21,photo,travel,positive,30
b6c24086-becf-4615-801e-c3c298a8d4e2,adore,08/10/2020 08:42,photo,travel,positive,72
b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,23/05/2021 19:58,photo,travel,negative,0
b6c24086-becf-4615-801e-c3c298a8d4e2,love,31/05/2021 04:03,photo,travel,positive,65
b6c24086-becf-4615-801e-c3c298a8d4e2,like,17/09/2020 18:00,photo,travel,positive,50
b6c24086-becf-4615-801e-c3c298a8d4e2,heart,25/05/2021 21:58,photo,travel,positive,60
b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,20/06/2020 11:04,photo,travel,negative,0
b6c24086-becf-4615-801e-c3c298a8d4e2,want,08/04/2021 16:42,photo,travel,positive,70
b6c24086-becf-4615-801e-c3c298a8d4e2,intrigued,09/09/2020 13:50,photo,travel,positive,45
b6c24086-becf-4615-801e-c3c298a8d4e2,like,11/05/2021 17:34,photo,travel,positive,50
b6c24086-becf-4615-801e-c3c298a8d4e2,love,23/07/2020 20:13,photo,travel,positive,65
b6c24086-becf-4615-801e-c3c298a8d4e2,cherish,11/06/2021 21:21,photo,travel,positive,70
b6c24086-becf-4615-801e-c3c298a8d4e2,super love,17/08/2020 03:37,photo,travel,positive,75
b6c24086-becf-4615-801e-c3c298a8d4e2,adore,02/05/2021 21:27,photo,travel,positive,72
b6c24086-becf-4615-801e-c3c298a8d4e2,scared,27/04/2021 23:31,photo,travel,negative,15
b6c24086-becf-4615-801e-c3c298a8d4e2,scared,01/01/2021 21:12,photo,travel,negative,15
b6c24086-becf-4615-801e-c3c298a8d4e2,hate,28/07/2020 11:01,photo,travel,negative,5
b6c24086-becf-4615-801e-c3c298a8d4e2,like,12/02/2021 22:15,photo,travel,positive,50
b6c24086-becf-4615-801e-c3c298a8d4e2,peeking,06/11/2020 17:33,photo,travel,neutral,35
b6c24086-becf-4615-801e-c3c298a8d4e2,interested,16/02/2021 05:16,photo,travel,positive,30
b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,20/07/2020 16:21,photo,travel,negative,0
b6c24086-becf-4615-801e-c3c298a8d4e2,dislike,24/10/2020 15:43,photo,travel,negative,10
b6c24086-becf-4615-801e-c3c298a8d4e2,hate,09/03/2021 13:47,photo,travel,negative,5
2b6921de-e7f2-4e30-8feb-36bd41becaf0,scared,26/01/2021 07:21,audio,travel,negative,15
2b6921de-e7f2-4e30-8feb-36bd41becaf0,disgust,06/05/2021 03:02,audio,travel,negative,0
2b6921de-e7f2-4e30-8feb-36bd41becaf0,love,27/06/2020 15:20,audio,travel,positive,65
2b6921de-e7f2-4e30-8feb-36bd41becaf0,hate,10/03/2021 04:34,audio,travel,negative,5
2b6921de-e7f2-4e30-8feb-36bd41becaf0,love,09/12/2020 13:11,audio,travel,positive,65
2b6921de-e7f2-4e30-8feb-36bd41becaf0,dislike,01/12/2020 13:05,audio,travel,negative,10
2b6921de-e7f2-4e30-8feb-36bd41becaf0,scared,24/11/2020 03:51,audio,travel,negative,15
2b6921de-e7f2-4e30-8feb-36bd41becaf0,heart,15/12/2020 20:39,audio,travel,positive,60
2b6921de-e7f2-4e30-8feb-36bd41becaf0,hate,09/05/2021 04:48,audio,travel,negative,5
2b6921de-e7f2-4e30-8feb-36bd41becaf0,indifferent,17/06/2021 20:03,audio,travel,neutral,20
2b6921de-e7f2-4e30-8feb-36bd41becaf0,adore,04/11/2020 10:30,audio,travel,positive,72
2b6921de-e7f2-4e30-8feb-36bd41becaf0,adore,10/09/2020 00:55,audio,travel,positive,72
2b6921de-e7f2-4e30-8feb-36bd41becaf0,like,06/06/2021 01:49,audio,travel,positive,50
2b6921de-e7f2-4e30-8feb-36bd41becaf0,hate,09/02/2021 17:26,audio,travel,negative,5
2b6921de-e7f2-4e30-8feb-36bd41becaf0,super love,16/04/2021 11:22,audio,travel,positive,75
2b6921de-e7f2-4e30-8feb-36bd41becaf0,hate,18/09/2020 14:32,audio,travel,negative,5
2b6921de-e7f2-4e30-8feb-36bd41becaf0,like,20/02/2021 14:12,audio,travel,positive,50
2b6921de-e7f2-4e30-8feb-36bd41becaf0,like,14/08/2020 05:25,audio,travel,positive,50
2b6921de-e7f2-4e30-8feb-36bd41becaf0,dislike,18/10/2020 22:46,audio,travel,negative,10
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,hate,30/08/2020 10:16,photo,animals,negative,5
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,peeking,24/07/2020 01:16,photo,animals,neutral,35
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,indifferent,05/10/2020 08:08,photo,animals,neutral,20
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,scared,01/07/2020 12:15,photo,animals,negative,15
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,adore,12/10/2020 14:17,photo,animals,positive,72
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,heart,28/06/2020 11:50,photo,animals,positive,60
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,super love,03/03/2021 03:06,photo,animals,positive,75
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,peeking,23/11/2020 23:20,photo,animals,neutral,35
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,scared,07/01/2021 14:49,photo,animals,negative,15
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,love,28/06/2020 21:16,photo,animals,positive,65
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,hate,17/11/2020 18:49,photo,animals,negative,5
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,intrigued,16/01/2021 23:06,photo,animals,positive,45
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,disgust,26/12/2020 08:14,photo,animals,negative,0
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,hate,06/06/2021 16:13,photo,animals,negative,5
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,indifferent,20/01/2021 12:57,photo,animals,neutral,20
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,adore,17/03/2021 07:37,photo,animals,positive,72
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,scared,26/06/2020 06:25,photo,animals,negative,15
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,hate,16/01/2021 22:57,photo,animals,negative,5
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,peeking,21/06/2020 10:39,photo,animals,neutral,35
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,super love,27/06/2020 02:17,photo,animals,positive,75
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,like,09/12/2020 08:18,photo,animals,positive,50
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,indifferent,26/02/2021 17:32,photo,animals,neutral,20
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,disgust,14/11/2020 00:40,photo,animals,negative,0
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,scared,04/12/2020 19:16,photo,animals,negative,15
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,hate,27/05/2021 18:33,photo,animals,negative,5
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,scared,06/02/2021 08:50,photo,animals,negative,15
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,peeking,27/06/2020 04:59,photo,animals,neutral,35
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,like,29/11/2020 14:54,photo,animals,positive,50
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,indifferent,12/08/2020 16:37,photo,animals,neutral,20
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,super love,13/11/2020 05:59,photo,animals,positive,75
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,worried,06/04/2021 06:10,photo,animals,negative,12
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,want,24/07/2020 02:26,photo,animals,positive,70
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,disgust,25/05/2021 15:23,photo,animals,negative,0
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,adore,11/09/2020 23:04,photo,animals,positive,72
6199f5ca-cc02-410d-a408-e034946de162,disgust,09/04/2021 00:41,video,animals,negative,0
6199f5ca-cc02-410d-a408-e034946de162,heart,27/10/2020 23:23,video,animals,positive,60
6199f5ca-cc02-410d-a408-e034946de162,like,14/02/2021 20:37,video,animals,positive,50
6199f5ca-cc02-410d-a408-e034946de162,interested,22/08/2020 03:33,video,animals,positive,30
6199f5ca-cc02-410d-a408-e034946de162,want,06/04/2021 09:09,video,animals,positive,70
6199f5ca-cc02-410d-a408-e034946de162,love,18/10/2020 01:21,video,animals,positive,65
6199f5ca-cc02-410d-a408-e034946de162,interested,09/08/2020 14:26,video,animals,positive,30
6199f5ca-cc02-410d-a408-e034946de162,like,04/03/2021 00:11,video,animals,positive,50
6199f5ca-cc02-410d-a408-e034946de162,indifferent,09/06/2021 03:11,video,animals,neutral,20
6199f5ca-cc02-410d-a408-e034946de162,disgust,17/11/2020 07:00,video,animals,negative,0
6199f5ca-cc02-410d-a408-e034946de162,dislike,22/12/2020 02:00,video,animals,negative,10
6199f5ca-cc02-410d-a408-e034946de162,worried,12/01/2021 10:27,video,animals,negative,12
6199f5ca-cc02-410d-a408-e034946de162,cherish,05/05/2021 19:53,video,animals,positive,70
6199f5ca-cc02-410d-a408-e034946de162,dislike,01/09/2020 07:17,video,animals,negative,10
6199f5ca-cc02-410d-a408-e034946de162,interested,25/01/2021 04:45,video,animals,positive,30
6199f5ca-cc02-410d-a408-e034946de162,want,30/06/2020 16:53,video,animals,positive,70
6199f5ca-cc02-410d-a408-e034946de162,adore,10/12/2020 17:16,video,animals,positive,72
6199f5ca-cc02-410d-a408-e034946de162,disgust,04/08/2020 23:23,video,animals,negative,0
6199f5ca-cc02-410d-a408-e034946de162,dislike,24/07/2020 07:41,video,animals,negative,10
6199f5ca-cc02-410d-a408-e034946de162,scared,16/07/2020 15:04,video,animals,negative,15
6199f5ca-cc02-410d-a408-e034946de162,hate,15/02/2021 17:49,video,animals,negative,5
bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,peeking,27/08/2020 21:56,video,science,neutral,35
bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,heart,08/09/2020 12:49,video,science,positive,60
bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,dislike,07/09/2020 14:41,video,science,negative,10
bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,want,16/02/2021 19:32,video,science,positive,70
bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,disgust,20/04/2021 11:09,video,science,negative,0
bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,dislike,21/08/2020 23:45,video,science,negative,10
bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,dislike,28/10/2020 14:56,video,science,negative,10
bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,love,09/06/2021 02:08,video,science,positive,65
bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,hate,04/09/2020 21:10,video,science,negative,5
bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,indifferent,01/12/2020 22:37,video,science,neutral,20
bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,adore,09/06/2021 00:41,video,science,positive,72
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,interested,13/04/2021 07:22,video,cooking,positive,30
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,super love,11/02/2021 06:18,video,cooking,positive,75
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,super love,06/07/2020 23:47,video,cooking,positive,75
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,scared,21/11/2020 16:04,video,cooking,negative,15
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,peeking,31/05/2021 04:39,video,cooking,neutral,35
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,disgust,24/02/2021 18:21,video,cooking,negative,0
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,intrigued,24/12/2020 19:18,video,cooking,positive,45
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,cherish,25/05/2021 07:32,video,cooking,positive,70
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,like,19/03/2021 01:23,video,cooking,positive,50
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,heart,25/07/2020 01:48,video,cooking,positive,60
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,love,22/06/2020 17:30,video,cooking,positive,65
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,heart,19/05/2021 03:38,video,cooking,positive,60
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,disgust,04/07/2020 05:59,video,cooking,negative,0
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,dislike,28/12/2020 19:17,video,cooking,negative,10
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,like,15/03/2021 03:08,video,cooking,positive,50
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,intrigued,11/04/2021 01:55,video,cooking,positive,45
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,heart,12/11/2020 03:16,video,cooking,positive,60
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,like,21/12/2020 20:04,video,cooking,positive,50
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,cherish,27/12/2020 13:53,video,cooking,positive,70
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,interested,14/08/2020 22:18,video,cooking,positive,30
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,want,09/04/2021 23:31,video,cooking,positive,70
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,hate,16/07/2020 17:17,video,cooking,negative,5
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,peeking,10/02/2021 04:28,video,cooking,neutral,35
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,heart,20/04/2021 05:57,video,cooking,positive,60
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,scared,02/06/2021 22:03,video,cooking,negative,15
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,peeking,07/03/2021 17:15,video,cooking,neutral,35
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,peeking,08/03/2021 13:28,video,cooking,neutral,35
811834bf-44bf-47f3-ae30-e305591177d6,worried,17/03/2021 14:59,GIF,animals,negative,12
811834bf-44bf-47f3-ae30-e305591177d6,indifferent,15/12/2020 10:46,GIF,animals,neutral,20
8f3cce80-d539-4f83-84f6-901e524c088e,want,12/04/2021 16:32,video,travel,positive,70
8f3cce80-d539-4f83-84f6-901e524c088e,intrigued,08/01/2021 12:03,video,travel,positive,45
413101f7-ea05-4df6-97cf-9891245c5ed7,adore,22/07/2020 15:08,photo,science,positive,72
413101f7-ea05-4df6-97cf-9891245c5ed7,interested,14/01/2021 17:13,photo,science,positive,30
413101f7-ea05-4df6-97cf-9891245c5ed7,love,29/04/2021 01:53,photo,science,positive,65
413101f7-ea05-4df6-97cf-9891245c5ed7,love,25/11/2020 13:20,photo,science,positive,65
413101f7-ea05-4df6-97cf-9891245c5ed7,disgust,10/11/2020 01:47,photo,science,negative,0
413101f7-ea05-4df6-97cf-9891245c5ed7,scared,01/10/2020 04:06,photo,science,negative,15
413101f7-ea05-4df6-97cf-9891245c5ed7,scared,06/01/2021 23:56,photo,science,negative,15
413101f7-ea05-4df6-97cf-9891245c5ed7,super love,21/09/2020 15:23,photo,science,positive,75
413101f7-ea05-4df6-97cf-9891245c5ed7,indifferent,12/08/2020 15:43,photo,science,neutral,20
413101f7-ea05-4df6-97cf-9891245c5ed7,cherish,09/07/2020 15:11,photo,science,positive,70
413101f7-ea05-4df6-97cf-9891245c5ed7,worried,30/10/2020 19:24,photo,science,negative,12
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,interested,29/08/2020 23:17,video,science,positive,30
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,worried,09/07/2020 19:16,video,science,negative,12
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,intrigued,24/02/2021 19:12,video,science,positive,45
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,scared,14/05/2021 08:52,video,science,negative,15
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,super love,24/08/2020 10:43,video,science,positive,75
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,indifferent,06/07/2020 10:59,video,science,neutral,20
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,adore,27/12/2020 14:13,video,science,positive,72
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,worried,09/03/2021 22:02,video,science,negative,12
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,cherish,27/04/2021 15:06,video,science,positive,70
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,cherish,11/01/2021 20:53,video,science,positive,70
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,heart,23/02/2021 17:42,video,science,positive,60
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,interested,21/11/2020 07:44,video,science,positive,30
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,peeking,24/07/2020 21:24,video,science,neutral,35
734c0b94-6729-44ef-af97-90a3a51a466c,want,06/05/2021 18:34,video,travel,positive,70
